,sex,rating,product,review,review_date,reviewer_id,clean_text,review_month,review_length
139,m,1,service,"Profesyonel, güler yüzlü, rahat fotoğraf çekiminin tek adresi😊 Şiddetle tavsiye ediyorum. 😁☺️💪",2017-11-20,43455,profesyonel guler yuzlu rahat cekiminin tek adresi siddetle tavsiye ediyorum,Nov,15
140,f,1,service,Fotoğraf çekimleri güzel bir yer biometrik fotograf çekinmek isteyenler tercih edebilir onun dışında mezuniyet düğün gibi fotoğraflarda da başarılılar,2017-07-24,87225,cekimleri guzel yer biometrik cekinmek isteyenler tercih edebilir onun dsnda mezuniyet dugun fotograflarda basarllar,Jul,19
141,f,1,wedding,özel günümüzün baş kahramanısınız :) ,2017-10-04,43524,ozel gunumuzun ba kahramansnz,Oct,6
142,m,1,wedding,Dış çekimimizi de İyi ki onu dinleyerek başka gün yapmışız. Ne çok eğlendik ne çok güldük o gün :) Hala o fotoğraflara bakıp sizi anıyoruz. Ne şanslıyım ki sizi tanımışım. Düğün fotoğrafçısı arıyorsanız gözünüzü kapatın ve kendinizi teslim edin.,2017-10-03,52105,d cekimimizi iyi onu dinleyerek baska gun yapmsz eglendik gulduk gun hala fotograflara bakp sizi anyoruz sanslym sizi tanmsm dugun fotografcs aryorsanz gozunuzu kapatn kendinizi teslim edin,Oct,44
144,f,1,service,Türkiye'nin en kaliteli fotoğraf stüdyolarından biri.,2017-10-23,87830,turkiyenin kaliteli studyolarndan,Oct,7
147,m,1,service,Hızlı servis 👍 ,2017-09-17,65397,hzl servis,Sep,3
148,f,1,service,Civardaki en iyi ve kaliteli fotoğrafçı,2017-11-30,47649,civardaki iyi kaliteli fotografc,Nov,6
149,f,1,service,Çok profesyonel çalışıyolar.,2017-09-07,103100,profesyonel calsyolar,Sep,4
150,f,1,service,Çocukluğumu buluyorum burada,2017-02-26,83712,cocuklugumu buluyorum burada,Feb,3
151,m,1,service,"Ne zaman fotoğraf çektirmek güleriz, hızlı hizmet, itinalı iş. Düğün, sünnet, mezuniyet, aklınıza fotoğraf ve video çekimi ile ilgili ne gelirse. En mükemmel hizmeti alırsınız.",2017-10-25,110066,zaman cektirmek guleriz hzl itinal is dugun sunnet mezuniyet aklnza video cekimi ilgili gelirse mukemmel hizmeti alrsnz,Oct,33
152,f,1,service,İşinde uzman fotoğraf çekimi sırasında sıkılmayacağınız cana yakın bir insandır. Her şey için teşekkürler,2017-11-20,117392,isinde uzman cekimi srasnda sklmayacagnz cana yakn insandr sey tesekkurler,Nov,15
153,f,1,service,İyiler bayağı iyiler.Hızlı ve güler yüzlü..,2017-12-15,79802,iyiler bayag iyiler hzl guler yuzlu,Dec,6
154,m,1,art,Güzel,2017-01-08,50635,guzel,Jan,1
155,f,1,service,Her zaman güler yüz içtenlik ve kalite ne ararsan burda hem kalite hem de uygun fiyat,2017-07-09,113367,zaman guler yuz ictenlik kalite ararsan burda kalite uygun fiyat,Jul,16
157,f,0,service,Kalite iç acıtıyor..Aldıklarına odaklı bir hane..verdikleri hizmet alacakları memnuniyet yok piyasada..ki zaten o memnuniyet şahsım adına oluşmadı. Bu zamanda şu teknolojide bu vasatlık ..-nerden geldim buraya !dedirtiyor. Acelede idi benim tercih sebebim.bir daha mı?asla..,2017-09-07,92633,kalite ic actyor aldklarna odakl hane verdikleri alacaklar memnuniyet yok piyasada zaten memnuniyet sahsm adna olusmad zamanda su teknolojide vasatlk nerden geldim buraya dedirtiyor acelede idi benim tercih sebebim m asla,Sep,39
158,m,1,service,Hızlı hizmet için teşekkürler,2017-08-04,60447,hzl tesekkurler,Aug,4
159,f,1,service,Çok ilgileniyorlar 👌,2017-08-21,73854,ilgileniyorlar,Aug,3
160,m,1,service,işini seven bir arkadaştır :) güvenilir bir foğrafçı,2017-04-03,80898,isini seven arkadastr guvenilir fografc,Apr,9
162,f,1,service,dünya markası,2017-10-31,89299,dunya markas,Oct,2
163,m,1,service,Küçük bir stüdyo ama fonksiyonel. Genelde ilgililer. Fiyatlar biraz pahalı ama genel trend anladığım kadarıyla bu şekilde. Okulumuz yılllık fotoğraflarının çekimi için anlaşmış. Önünde otopark imkanı var.,2017-06-15,87944,kucuk studyo fonksiyonel genelde ilgililer fiyatlar biraz pahal genel trend anladgm kadaryla sekilde okulumuz ylllk fotograflarnn cekimi anlasms onunde otopark imkan var,Jun,32
164,m,1,service,Sanat Ve Kalite İçin Hiçbir Masraftan Kaçınılmamış...,2017-07-29,77439,sanat kalite hicbir masraftan kacnlmams,Jul,8
165,m,1,service,Mustafa Bey’in ilgisine teşekkür ederim. Gece boyunca çok güzel çekimler yaptı ve bizi iyi yönlendirdi.,2017-10-28,110066,mustafa beyin ilgisine tesekkur gece boyunca guzel cekimler yapt bizi iyi yonlendirdi,Oct,19
166,m,1,service,Hem misafirperverlik hem de çekim konusunda son derece başarılı. Şiddetle tavsiye ederim. ayrıca teşekkür ederim.,2017-04-20,41129,misafirperverlik cekim konusunda son derece basarl siddetle tavsiye ayrca tesekkur,Apr,18
167,f,0,service,Benim yanımda başka bir müşteriyle kavga ettiler bir daha gitmem,2017-01-31,119106,benim yanmda baska musteriyle kavga ettiler gitmem,Jan,10
168,f,1,service,Hizmetleri çok hızlı,2017-04-25,103358,hizmetleri hzl,Apr,3
169,m,1,service,"Misafir ağırlar gibi hizmet veriyorlar, tebrikler",2017-02-20,115464,misafir agrlar veriyorlar tebrikler,Feb,7
170,f,1,service,"profesyonel, sicak kanli, işinde iyi insanlar",2017-03-31,68124,profesyonel sicak kanli isinde iyi insanlar,Mar,8
171,m,1,service,Her türlü baskı yapan her türlü albüm bulduran dükkan,2017-12-14,42186,turlu bask yapan turlu album bulduran dukkan,Dec,9
172,m,1,service,"Yenilikçi bi yer, profesyonel çalışıyor. Kullanılan malzeme, baskı işlemleri son derece kaliteli. dış çekim boyunca hiç sorun yaşamadık güler yüzlü ve samimi.",2017-04-09,42182,yenilikci bi yer profesyonel calsyor kullanlan malzeme bask islemleri son derece kaliteli d cekim boyunca hic sorun yasamadk guler yuzlu samimi,Apr,27
173,f,0,service,Alaturka,2017-08-08,59587,alaturka,Aug,1
174,f,1,service,kalitesi.tartışılmaz,2017-10-03,25155,kalitesi tartslmaz,Oct,1
175,f,1,service,Eski kalitesi yok ama yine de iyi,2017-11-04,94120,eski kalitesi yok yine iyi,Nov,7
176,m,1,service,Yaklaşık 10 yıldır tercih ediyorum ve bir problem yaşamadım,2017-10-30,29885,yaklask yldr tercih ediyorum problem yasamadm,Oct,9
177,m,1,wedding,İlk telefon ettiğim anda sesindeki sıcaklık bile doğru seçim yaptığım anlamındaydı.Daha sonra buluştuğumuzda da aynı samimiyeti gördük.Ve heyecanla o günü beklemeye başladık.,2017-09-28,83019,ilk telefon ettigim anda sesindeki scaklk bile dogru secim yaptgm anlamndayd sonra bulustugumuzda ayn samimiyeti gorduk heyecanla gunu beklemeye basladk,Sep,23
179,m,1,service,Çok nostaljik. Tarihi bir mekan. İlgi mükemmel.,2017-10-13,91529,nostaljik tarihi mekan ilgi mukemmel,Oct,10
180,m,1,service,çok güzel valla,2017-12-11,75001,guzel valla,Dec,3
181,f,1,service,"İş ahlakı, titizliği ve işçiliği mükemmel. Ürünlerinizi ön plana çıkarabilmeniz için daha profesyonelini bulamazsınız diyebilirim.",2017-07-28,41312,is ahlak titizligi isciligi mukemmel urunlerinizi on plana ckarabilmeniz profesyonelini bulamazsnz diyebilirim,Jul,18
182,m,1,service,Kaliteli bir esnaf,2017-06-19,61115,kaliteli esnaf,Jun,3
183,m,0,price,"Merhaba, Fiyat yüksek. Piyasada başka fotoğrafçılarda var.",2017-06-16,40177,merhaba fiyat yuksek piyasada baska fotografclarda var,Jun,10
184,f,1,price,1tl fotograf basina aliyorlar,2017-12-10,80830,tl basina aliyorlar,Dec,4
185,f,1,service,İşini düzgün yapan bir işletme....,2017-08-06,44720,isini duzgun yapan isletme,Aug,7
186,f,0,service,"Kesinlikle fotografciliktan anladiklari yok. Makinayla nasil odaklama yapilir bilmiyorlar, bebege davranislari hos degil ve iletisimleri zayif. Yorum da yapilmiyor yuzlerine hemen tehdit edip koparabildikleri kadar para koparmanin derdindeler. Satis yaptiklari albumlere aldanmayin sakin. Hic alakasi yok.",2017-07-19,94620,kesinlikle fotografciliktan anladiklari yok makinayla nasil odaklama yapilir bilmiyorlar bebege davranislari ho degil iletisimleri zayif yorum yapilmiyor yuzlerine hemen tehdit edip koparabildikleri kadar para koparmanin derdindeler satis yaptiklari albumlere aldanmayin sakin hic alakasi yok,Jul,42
187,m,1,service,Kaliteli ve profesyonelliği mükemmel bir fotoğrafçı.,2017-07-30,74426,kaliteli profesyonelligi mukemmel fotografc,Jul,7
188,f,1,service,yardımcı olma konusunda harikalar işlerine önem veriyorlar,2017-04-20,78410,yardmc olma konusunda harikalar islerine onem veriyorlar,Apr,7
189,f,1,service,Çabucak,2017-11-06,29915,cabucak,Nov,1
190,m,1,service,tanıyan fotoğraf işlerini başka yerde mümkün değil yaptırmaz sevgiler saygılar,2017-06-24,75179,tanyan islerini baska yerde mumkun degil yaptrmaz sevgiler sayglar,Jun,10
191,f,0,price,Fotoğraflar kaliteli güzel fakat projeler için fiyatlar pek makul değil..,2017-06-14,111067,kaliteli guzel fakat projeler fiyatlar pek makul degil,Jun,10
192,m,1,service,Hızlı,2017-06-06,71816,hzl,Jun,1
193,m,1,studio,Çekimler iyi ama fiyatlar biraz yüksek gibi,2017-02-11,94152,cekimler iyi fiyatlar biraz yuksek,Feb,7
195,m,1,service,"Çerçeveleri çok beğendim özellikle, teşekkürler",2017-01-28,103762,cerceveleri begendim ozellikle tesekkurler,Jan,6
197,m,1,price,Her şey iyi de hiç pazarlık yapmıyorlar,2017-02-21,43749,sey iyi hic pazarlk yapmyorlar,Feb,7
198,f,0,service,çok tecrübesizler yanlış olan birşeyi söyledigimde ise argo bi uslüb ile karşılık veriyorlar,2017-05-25,115784,tecrubesizler yanls olan birseyi soyledigimde argo bi uslub karslk veriyorlar,May,13
199,m,1,price,Çok hesaplı,2017-01-24,30668,hesapl,Jan,2
200,m,1,service,"Yeni dizaynı çok beğendim, hizmet de süper",2017-02-01,71514,yeni dizayn begendim super,Feb,8
202,f,1,art,Çok başarılı,2017-01-02,105146,basarl,Jan,2
203,m,0,service,iyi,2017-11-09,50867,iyi,Nov,1
204,m,1,service,gayet ve profesyonel çalışıyorlar işleri güzel özverili fiyatlar da piyasaya göre normal rakamlar,2017-08-17,75981,gayet profesyonel calsyorlar isleri guzel ozverili fiyatlar piyasaya gore normal rakamlar,Aug,13
205,f,1,passport,"Vesikalık çektirmeye gittim, kısa zamanda bir çok pozdan seçim yaptık hemen basıp verdiler on numara",2017-01-31,23843,vesikalk cektirmeye gittim ksa zamanda pozdan secim yaptk hemen basp verdiler on numara,Jan,16
207,f,1,service,"Çok iyi fotoğrafcı eline emeğine sağlık,hayırlı işler diliyorum.",2017-07-13,56037,iyi fotografc eline emegine saglk hayrl isler diliyorum,Jul,11
208,m,1,service,Hizlica foro ciktisi alinabilecek bir yer,2017-12-10,61669,hizlica foro ciktisi alinabilecek yer,Dec,6
209,m,1,art,Işini biliyorlar,2017-12-27,107653,isini biliyorlar,Dec,2
210,m,0,wedding,düğünden 1 yıl sonra videoların silinmesi beni gerçekten çok üzdü yurtdışından dönüşümde gerçekten beni şok etti ne bir mail atıldı ne bir telefon edildi ve 5 bin tl param çöpe gitti,2017-08-11,101012,dugunden yl sonra videolarn silinmesi beni gercekten uzdu yurtdsndan donusumde gercekten beni sok etti mail atld telefon edildi bin tl param cope gitti,Aug,31
211,f,0,service,"Fotoğraf çekimleri vs güzel ama aşırı kalitesiz çalışıyorlar , biz yıllık yaptırdık ne söyledikleri gibiydi ne de gösterdikleri gibi tamamen hırsızlık , hic bir özeliği yoktur kesinlikle yaptirmayin",2017-06-25,58684,cekimleri v guzel asr kalitesiz calsyorlar yllk yaptrdk soyledikleri gibiydi gosterdikleri tamamen hrszlk hic ozeligi yoktur kesinlikle yaptirmayin,Jun,28
213,m,1,service,Çok memnun kaldım. Düşünen herkese öneririm.,2017-10-09,91804,memnun kaldm dusunen herkese oneririm,Oct,8
214,m,1,service,gayet güzel ve güler yüzlü bir işletme.memnun kaldım,2017-12-22,89856,gayet guzel guler yuzlu isletme memnun kaldm,Dec,8
215,m,1,service,"Binlerce profesyonel firma ile iş yapmama rağmen içlerinde en iyisi, en profesyoneli demek az kalır. Hem teknik, hem yatırım, hem sanat, hem ekip, hemde sunum konusunda Türkiye’nin en iyisi denilebilir. Referanslarına baktığınızda da her şey ortada, daha fazlasını bulabilmek imkansız. Tüm ekibe ve firma işletmecisine teşekkürler ve sonsuz başarılar diliyorum.",2017-08-15,46813,binlerce profesyonel firma is yapmama ragmen iclerinde iyisi profesyoneli demek kalr teknik yatrm sanat ekip hemde sunum konusunda turkiyenin iyisi denilebilir referanslarna baktgnzda sey ortada fazlasn bulabilmek imkansz tum ekibe firma isletmecisine tesekkurler sonsuz basarlar diliyorum,Aug,62
216,m,1,service,Mükemmel Kaliteli hizmet ve Profesyonel bir ekip,2017-04-16,77436,mukemmel kaliteli profesyonel ekip,Apr,7
217,m,1,service,Estetik güzel fotograflar,2017-06-05,32845,estetik guzel,Jun,3
218,m,1,service,Islerini iyi yapan fotoğrafçılar.,2017-06-21,121740,islerini iyi yapan fotografclar,Jun,5
220,f,0,service,Fotoğraf sanatçılıklarıiyi iyi ancak okulların toplu çekimlerinde organizasyonları berbat. Çok para kazanmak için birkaç okulu aynı anda çağırıp eziyet yaratıyorlar.,2017-07-03,95674,sanatclklariyi iyi ancak okullarn toplu cekimlerinde organizasyonlar berbat para kazanmak birkac okulu ayn anda cagrp eziyet yaratyorlar,Jul,22
221,m,1,service,gösterdiğiniz emek ve saygı için sonsuz şükranlarımı sunarım iyi çalışmalar.,2017-04-02,68748,gosterdiginiz emek sayg sonsuz sukranlarm sunarm iyi calsmalar,Apr,11
222,m,1,price,Muhteşem,2017-12-21,47424,muhtesem,Dec,1
223,f,1,service,Guzel kaliteli,2017-07-09,43230,guzel kaliteli,Jul,2
224,f,1,service,"Hiç bozmayın, böyle devam",2017-01-21,121251,hic bozmayn boyle devam,Jan,5
225,m,1,wedding,Hemserim Dar gunde yetistin cok sagol hizir yardimcin olsun.,2017-04-15,34307,hemserim dar gunde yetistin sagol hizir yardimcin olsun,Apr,10
226,m,0,price,Fiyatlar piyasanın oldukça üzerinde,2017-10-14,112199,fiyatlar piyasann oldukca uzerinde,Oct,4
227,f,1,service,Çok memnun oldum herkese tavsiye ederimm 👍 👍 ,2017-04-17,74980,memnun oldum herkese tavsiye ederimm,Apr,8
228,m,1,service,Fotografcilikta efsanedir. Yillarin tecrubesi,2017-05-20,56139,fotografcilikta efsanedir yillarin tecrubesi,May,5
229,f,1,service,çok samimi ve tecrübeli,2017-09-19,76922,samimi tecrubeli,Sep,4
230,f,1,engagement,Emeğinize yüreğinize sağlık. Nişanımız çok eğlenceli geçti sayenizde. Unutulmayacak anlarımızda yanımızda olduğunuzdan dolayı çook teşekkür ederiz. Esra&Fuat,2017-05-13,108645,emeginize yureginize saglk nisanmz eglenceli gecti sayenizde unutulmayacak anlarmzda yanmzda oldugunuzdan dolay cook tesekkur ederiz esra fuat,May,22
234,f,0,service,Bu kadar parlak ışık kullanmak zorundalar mı çok gözüm kamaştı,2017-01-26,66781,kadar parlak sk kullanmak zorundalar m gozum kamast,Jan,10
235,f,1,service,Güler yüzlü personel ve güzel fotoğraflar. Keşke stüdyoyu yenileseler.,2017-07-31,76598,guler yuzlu personel guzel keske studyoyu yenileseler,Jul,11
238,f,1,service,Her saat açık olması ve güzel anlar yakalaması çok iyi teşekkürler :),2017-04-13,32769,saat ack olmas guzel anlar yakalamas iyi tesekkurler,Apr,13
239,m,1,service,Kalitesi tartışılmaz birazda fiyatları makul olsa ,2017-08-02,103834,kalitesi tartslmaz birazda fiyatlar makul olsa,Aug,6
240,f,1,wedding,Harika bir gece harika bir dügün harika bir Ekip size minnettariz. Cok tesekkürler Vivent Foto ve Takim Elemanlari. Vivent Foto secilmesi gereken tek ve gercek profesyonel Foto Crew.,2017-08-15,108975,harika gece harika dugun harika ekip size minnettariz tesekkurler vivent foto takim elemanlari vivent foto secilmesi gereken tek gercek profesyonel foto crew,Aug,31
241,f,0,service,"Başını telefondan kaldır da müşterinin yüzüne bak abicim, esnaflık sıfır!",2017-01-22,50006,basn telefondan kaldr musterinin yuzune bak abicim esnaflk sfr,Jan,12
242,f,1,service,Fotoğrafcı,2017-09-10,57950,fotografc,Sep,1
243,m,1,service,"Uygun fiyata, uygun kalitede hizmet alabileceğiniz bir fotoğraf sütudyosu. Kısa sürede fotoğraflarınızı baskıya verip alabilirsiniz. tramvay istasyonu ve otobüs durağına yürüme mesafesinde. ",2017-03-21,30986,uygun fiyata uygun kalitede alabileceginiz sutudyosu ksa surede fotograflarnz baskya verip alabilirsiniz tramvay istasyonu otobus duragna yurume mesafesinde,Mar,26
244,f,1,service,bolgesinde kurumsal fotograf cekim ihtiyaclarinda lider,2017-03-31,94758,bolgesinde kurumsal cekim ihtiyaclarinda lider,Mar,6
245,m,1,studio,yaptığımız çekimlerden çok memnun kaldım. Herkese tavsiye ederim,2017-10-10,38060,yaptgmz cekimlerden memnun kaldm herkese tavsiye,Oct,9
246,f,0,price,Fiyatları yüksek...,2017-07-03,79635,fiyatlar yuksek,Jul,3
247,m,1,service,Çocuklarımın mezuniyet fotoğrafları için okul yönetimi tarafından tercih edilmiş.Çocukların fotoğraflarını görünce daha faydalı yorum yazarım.,2017-11-12,93082,cocuklarmn mezuniyet okul yonetimi tarafndan tercih edilmis cocuklarn fotograflarn gorunce faydal yorum yazarm,Nov,16
249,m,0,service,Fazla yardımcı olamadılar,2017-06-27,51930,fazla yardmc olamadlar,Jun,3
250,m,1,service,Profesyonel iş ,2017-04-24,31921,profesyonel is,Apr,2
251,m,1,service,Yılların esnafı olarak daha uzun süreler kaliteyi bozmadan hizmet verirsiniz umarım.,2017-07-04,28590,yllarn esnaf olarak uzun sureler kaliteyi bozmadan verirsiniz umarm,Jul,12
253,m,1,passport,Vesikalık çektirdim. İyi. Hızlı servis.,2017-08-09,26513,vesikalk cektirdim iyi hzl servis,Aug,8
255,m,0,service,"Müşteriye yaklaşımları iyi değil. Otur, kalk, in aşağıya... Biraz da mecburiyetten gidildiğini bildikleri için olsa gerek. Üstelik pahallı.",2017-06-01,114957,musteriye yaklasmlar iyi degil otur kalk in asagya biraz mecburiyetten gidildigini bildikleri olsa gerek ustelik pahall,Jun,24
256,m,1,service,İşlerinde çok iyiler,2017-07-14,79876,islerinde iyiler,Jul,3
257,m,1,service,Hem işleri hem kendileri şahane :),2017-11-16,53005,isleri kendileri sahane,Nov,7
258,m,0,service,"O kadar beklettiler bir çay bile söylemediler, sıfır",2017-02-22,82612,kadar beklettiler cay bile soylemediler sfr,Feb,9
259,f,0,service,"Suratsız bir adam oturuyor içerde, selam verdim girdiğimde cevap vermeden yüzüme baktı, bişey sordum “cık” diye konuşmadan cevapladı yine",2017-06-08,27267,suratsz adam oturuyor icerde selam verdim girdigimde cevap vermeden yuzume bakt bisey sordum ck konusmadan cevaplad yine,Jun,23
260,f,1,service,Saatin geç olmasına rağmen açık ve hızlı bir şekilde kaliteli fotograf basması günümüzü kurtardicok teşekkür ederiz İstanbul dugun fotoğrafçısı Kadıköy fotoğrafçıs...,2017-04-07,26647,saatin gec olmasna ragmen ack hzl sekilde kaliteli basmas gunumuzu kurtardicok tesekkur ederiz istanbul dugun fotografcs kadkoy fotografcs,Apr,22
263,f,0,service,maalesef memnun kalmadım . düğün için 6000 küsur ödeme yaptım 6 ay oldu insan bir usp alıp resimleri yükler gönderir. herkesin kendi aldığını ilettiler doğrudur ama bir bellek için müşterinizi üzmeye değmez. Ayrıca düğün çekimi diye sagolsunlar şilede stüdyo gibi yer belirlemişler ayrı bir hayal kırıklığı. tavsiye etmiyorum.,2017-10-15,38462,maalesef memnun kalmadm dugun kusur odeme yaptm ay oldu insan usp alp resimleri yukler gonderir herkesin kendi aldgn ilettiler dogrudur bellek musterinizi uzmeye degmez ayrca dugun cekimi sagolsunlar silede studyo yer belirlemisler ayr hayal krklg tavsiye etmiyorum,Oct,52
