,sex,rating,product,review,review_date,reviewer_id,clean_text
140,f,5.0,service,Fotoğraf çekimleri güzel bir yer biometrik fotograf çekinmek isteyenler tercih edebilir onun dışında mezuniyet düğün gibi fotoğraflarda da başarılılar,2017-07-24,87225,fotograf cekimleri guzel bir yer biometrik fotograf cekinmek isteyenler tercih edebilir onun dsnda mezuniyet dugun fotograflarda basarllar
141,f,5.0,wedding,özel günümüzün baş kahramanısınız :) ,2017-10-04,43524,ozel gunumuzun ba kahramansnz
142,m,5.0,wedding,Dış çekimimizi de İyi ki onu dinleyerek başka gün yapmışız. Ne çok eğlendik ne çok güldük o gün :) Hala o fotoğraflara bakıp sizi anıyoruz. Ne şanslıyım ki sizi tanımışım. Düğün fotoğrafçısı arıyorsanız gözünüzü kapatın ve kendinizi teslim edin.,2017-10-03,52105,d cekimimizi iyi onu dinleyerek baska gun yapmsz cok eglendik cok gulduk gun hala fotograflara bakp sizi anyoruz sanslym sizi tanmsm dugun fotografcs aryorsanz gozunuzu kapatn kendinizi teslim edin
144,f,5.0,service,Türkiye'nin en kaliteli fotoğraf stüdyolarından biri.,2017-10-23,87830,turkiyenin kaliteli fotograf studyolarndan
147,m,5.0,service,Hızlı servis 👍 ,2017-09-17,65397,hzl servis
148,f,5.0,service,Civardaki en iyi ve kaliteli fotoğrafçı,2017-11-30,47649,civardaki iyi kaliteli fotografc
149,f,5.0,service,Çok profesyonel çalışıyolar.,2017-09-07,103100,cok profesyonel calsyolar
150,f,5.0,service,Çocukluğumu buluyorum burada,2017-02-26,83712,cocuklugumu buluyorum burada
151,m,5.0,service,"Ne zaman fotoğraf çektirmek güleriz, hızlı hizmet, itinalı iş. Düğün, sünnet, mezuniyet, aklınıza fotoğraf ve video çekimi ile ilgili ne gelirse. En mükemmel hizmeti alırsınız.",2017-10-25,110066,zaman fotograf cektirmek guleriz hzl hizmet itinal is dugun sunnet mezuniyet aklnza fotograf video cekimi ilgili gelirse mukemmel hizmeti alrsnz
152,f,5.0,service,İşinde uzman fotoğraf çekimi sırasında sıkılmayacağınız cana yakın bir insandır. Her şey için teşekkürler,2017-11-20,117392,isinde uzman fotograf cekimi srasnda sklmayacagnz cana yakn bir insandr sey icin tesekkurler
153,f,5.0,service,İyiler bayağı iyiler.Hızlı ve güler yüzlü..,2017-12-15,79802,iyiler bayag iyiler hzl guler yuzlu
154,m,5.0,art,Güzel,2017-01-08,50635,guzel
155,f,5.0,service,Her zaman güler yüz içtenlik ve kalite ne ararsan burda hem kalite hem de uygun fiyat,2017-07-09,113367,zaman guler yuz ictenlik kalite ararsan burda kalite uygun fiyat
157,f,1.0,service,Kalite iç acıtıyor..Aldıklarına odaklı bir hane..verdikleri hizmet alacakları memnuniyet yok piyasada..ki zaten o memnuniyet şahsım adına oluşmadı. Bu zamanda şu teknolojide bu vasatlık ..-nerden geldim buraya !dedirtiyor. Acelede idi benim tercih sebebim.bir daha mı?asla..,2017-09-07,92633,kalite ic actyor aldklarna odakl bir hane verdikleri hizmet alacaklar memnuniyet yok piyasada zaten memnuniyet sahsm adna olusmad zamanda su teknolojide vasatlk nerden geldim buraya dedirtiyor acelede idi benim tercih sebebim bir m asla
158,m,5.0,service,Hızlı hizmet için teşekkürler,2017-08-04,60447,hzl hizmet icin tesekkurler
159,f,5.0,service,Çok ilgileniyorlar 👌,2017-08-21,73854,cok ilgileniyorlar
160,m,5.0,service,işini seven bir arkadaştır :) güvenilir bir foğrafçı,2017-04-03,80898,isini seven bir arkadastr guvenilir bir fografc
162,f,5.0,service,dünya markası,2017-10-31,89299,dunya markas
163,m,4.0,service,Küçük bir stüdyo ama fonksiyonel. Genelde ilgililer. Fiyatlar biraz pahalı ama genel trend anladığım kadarıyla bu şekilde. Okulumuz yılllık fotoğraflarının çekimi için anlaşmış. Önünde otopark imkanı var.,2017-06-15,87944,kucuk bir studyo fonksiyonel genelde ilgililer fiyatlar biraz pahal genel trend anladgm kadaryla sekilde okulumuz ylllk fotograflarnn cekimi icin anlasms onunde otopark imkan var
164,m,5.0,service,Sanat Ve Kalite İçin Hiçbir Masraftan Kaçınılmamış...,2017-07-29,77439,sanat kalite icin hicbir masraftan kacnlmams
165,m,5.0,service,Mustafa Bey’in ilgisine teşekkür ederim. Gece boyunca çok güzel çekimler yaptı ve bizi iyi yönlendirdi.,2017-10-28,110066,mustafa beyin ilgisine tesekkur ederim gece boyunca cok guzel cekimler yapt bizi iyi yonlendirdi
166,m,5.0,service,Hem misafirperverlik hem de çekim konusunda son derece başarılı. Şiddetle tavsiye ederim. ayrıca teşekkür ederim.,2017-04-20,41129,misafirperverlik cekim konusunda son derece basarl siddetle tavsiye ederim ayrca tesekkur ederim
167,f,1.0,service,Benim yanımda başka bir müşteriyle kavga ettiler bir daha gitmem,2017-01-31,119106,benim yanmda baska bir musteriyle kavga ettiler bir gitmem
168,f,5.0,service,Hizmetleri çok hızlı,2017-04-25,103358,hizmetleri cok hzl
169,m,5.0,service,"Misafir ağırlar gibi hizmet veriyorlar, tebrikler",2017-02-20,115464,misafir agrlar hizmet veriyorlar tebrikler
170,f,5.0,service,"profesyonel, sicak kanli, işinde iyi insanlar",2017-03-31,68124,profesyonel sicak kanli isinde iyi insanlar
171,m,5.0,service,Her türlü baskı yapan her türlü albüm bulduran dükkan,2017-12-14,42186,turlu bask yapan turlu album bulduran dukkan
172,m,5.0,service,"Yenilikçi bi yer, profesyonel çalışıyor. Kullanılan malzeme, baskı işlemleri son derece kaliteli. dış çekim boyunca hiç sorun yaşamadık güler yüzlü ve samimi.",2017-04-09,42182,yenilikci bi yer profesyonel calsyor kullanlan malzeme bask islemleri son derece kaliteli d cekim boyunca hic sorun yasamadk guler yuzlu samimi
173,f,3.0,service,Alaturka,2017-08-08,59587,alaturka
174,f,5.0,service,kalitesi.tartışılmaz,2017-10-03,25155,kalitesi tartslmaz
175,f,4.0,service,Eski kalitesi yok ama yine de iyi,2017-11-04,94120,eski kalitesi yok yine iyi
176,m,5.0,service,Yaklaşık 10 yıldır tercih ediyorum ve bir problem yaşamadım,2017-10-30,29885,yaklask yldr tercih ediyorum bir problem yasamadm
177,m,5.0,wedding,İlk telefon ettiğim anda sesindeki sıcaklık bile doğru seçim yaptığım anlamındaydı.Daha sonra buluştuğumuzda da aynı samimiyeti gördük.Ve heyecanla o günü beklemeye başladık.,2017-09-28,83019,ilk telefon ettigim anda sesindeki scaklk bile dogru secim yaptgm anlamndayd sonra bulustugumuzda ayn samimiyeti gorduk heyecanla gunu beklemeye basladk
179,m,5.0,service,Çok nostaljik. Tarihi bir mekan. İlgi mükemmel.,2017-10-13,91529,cok nostaljik tarihi bir mekan ilgi mukemmel
180,m,5.0,service,çok güzel valla,2017-12-11,75001,cok guzel valla
181,f,5.0,service,"İş ahlakı, titizliği ve işçiliği mükemmel. Ürünlerinizi ön plana çıkarabilmeniz için daha profesyonelini bulamazsınız diyebilirim.",2017-07-28,41312,is ahlak titizligi isciligi mukemmel urunlerinizi on plana ckarabilmeniz icin profesyonelini bulamazsnz diyebilirim
182,m,5.0,service,Kaliteli bir esnaf,2017-06-19,61115,kaliteli bir esnaf
183,m,1.0,price,"Merhaba, Fiyat yüksek. Piyasada başka fotoğrafçılarda var.",2017-06-16,40177,merhaba fiyat yuksek piyasada baska fotografclarda var
184,f,5.0,price,1tl fotograf basina aliyorlar,2017-12-10,80830,tl fotograf basina aliyorlar
185,f,5.0,service,İşini düzgün yapan bir işletme....,2017-08-06,44720,isini duzgun yapan bir isletme
186,f,1.0,service,"Kesinlikle fotografciliktan anladiklari yok. Makinayla nasil odaklama yapilir bilmiyorlar, bebege davranislari hos degil ve iletisimleri zayif. Yorum da yapilmiyor yuzlerine hemen tehdit edip koparabildikleri kadar para koparmanin derdindeler. Satis yaptiklari albumlere aldanmayin sakin. Hic alakasi yok.",2017-07-19,94620,kesinlikle fotografciliktan anladiklari yok makinayla nasil odaklama yapilir bilmiyorlar bebege davranislari ho degil iletisimleri zayif yorum yapilmiyor yuzlerine hemen tehdit edip koparabildikleri kadar para koparmanin derdindeler satis yaptiklari albumlere aldanmayin sakin hic alakasi yok
187,m,5.0,service,Kaliteli ve profesyonelliği mükemmel bir fotoğrafçı.,2017-07-30,74426,kaliteli profesyonelligi mukemmel bir fotografc
188,f,5.0,service,yardımcı olma konusunda harikalar işlerine önem veriyorlar,2017-04-20,78410,yardmc olma konusunda harikalar islerine onem veriyorlar
189,f,5.0,service,Çabucak,2017-11-06,29915,cabucak
190,m,5.0,service,tanıyan fotoğraf işlerini başka yerde mümkün değil yaptırmaz sevgiler saygılar,2017-06-24,75179,tanyan fotograf islerini baska yerde mumkun degil yaptrmaz sevgiler sayglar
191,f,3.0,price,Fotoğraflar kaliteli güzel fakat projeler için fiyatlar pek makul değil..,2017-06-14,111067,fotograflar kaliteli guzel fakat projeler icin fiyatlar pek makul degil
192,m,5.0,service,Hızlı,2017-06-06,71816,hzl
193,m,4.0,studio,Çekimler iyi ama fiyatlar biraz yüksek gibi,2017-02-11,94152,cekimler iyi fiyatlar biraz yuksek
195,m,5.0,service,"Çerçeveleri çok beğendim özellikle, teşekkürler",2017-01-28,103762,cerceveleri cok begendim ozellikle tesekkurler
197,m,4.0,price,Her şey iyi de hiç pazarlık yapmıyorlar,2017-02-21,43749,sey iyi hic pazarlk yapmyorlar
198,f,1.0,service,çok tecrübesizler yanlış olan birşeyi söyledigimde ise argo bi uslüb ile karşılık veriyorlar,2017-05-25,115784,cok tecrubesizler yanls olan birseyi soyledigimde argo bi uslub karslk veriyorlar
199,m,5.0,price,Çok hesaplı,2017-01-24,30668,cok hesapl
200,m,5.0,service,"Yeni dizaynı çok beğendim, hizmet de süper",2017-02-01,71514,yeni dizayn cok begendim hizmet super
202,f,5.0,art,Çok başarılı,2017-01-02,105146,cok basarl
203,m,3.0,service,iyi,2017-11-09,50867,iyi
204,m,5.0,service,gayet ve profesyonel çalışıyorlar işleri güzel özverili fiyatlar da piyasaya göre normal rakamlar,2017-08-17,75981,gayet profesyonel calsyorlar isleri guzel ozverili fiyatlar piyasaya gore normal rakamlar
205,f,5.0,passport,"Vesikalık çektirmeye gittim, kısa zamanda bir çok pozdan seçim yaptık hemen basıp verdiler on numara",2017-01-31,23843,vesikalk cektirmeye gittim ksa zamanda bir cok pozdan secim yaptk hemen basp verdiler on numara
207,f,5.0,service,"Çok iyi fotoğrafcı eline emeğine sağlık,hayırlı işler diliyorum.",2017-07-13,56037,cok iyi fotografc eline emegine saglk hayrl isler diliyorum
208,m,5.0,service,Hizlica foro ciktisi alinabilecek bir yer,2017-12-10,61669,hizlica foro ciktisi alinabilecek bir yer
209,m,5.0,art,Işini biliyorlar,2017-12-27,107653,isini biliyorlar
210,m,1.0,wedding,düğünden 1 yıl sonra videoların silinmesi beni gerçekten çok üzdü yurtdışından dönüşümde gerçekten beni şok etti ne bir mail atıldı ne bir telefon edildi ve 5 bin tl param çöpe gitti,2017-08-11,101012,dugunden yl sonra videolarn silinmesi beni gercekten cok uzdu yurtdsndan donusumde gercekten beni sok etti bir mail atld bir telefon edildi bin tl param cope gitti
211,f,2.0,service,"Fotoğraf çekimleri vs güzel ama aşırı kalitesiz çalışıyorlar , biz yıllık yaptırdık ne söyledikleri gibiydi ne de gösterdikleri gibi tamamen hırsızlık , hic bir özeliği yoktur kesinlikle yaptirmayin",2017-06-25,58684,fotograf cekimleri v guzel asr kalitesiz calsyorlar yllk yaptrdk soyledikleri gibiydi gosterdikleri tamamen hrszlk hic bir ozeligi yoktur kesinlikle yaptirmayin
213,m,5.0,service,Çok memnun kaldım. Düşünen herkese öneririm.,2017-10-09,91804,cok memnun kaldm dusunen herkese oneririm
214,m,5.0,service,gayet güzel ve güler yüzlü bir işletme.memnun kaldım,2017-12-22,89856,gayet guzel guler yuzlu bir isletme memnun kaldm
215,m,5.0,service,"Binlerce profesyonel firma ile iş yapmama rağmen içlerinde en iyisi, en profesyoneli demek az kalır. Hem teknik, hem yatırım, hem sanat, hem ekip, hemde sunum konusunda Türkiye’nin en iyisi denilebilir. Referanslarına baktığınızda da her şey ortada, daha fazlasını bulabilmek imkansız. Tüm ekibe ve firma işletmecisine teşekkürler ve sonsuz başarılar diliyorum.",2017-08-15,46813,binlerce profesyonel firma is yapmama ragmen iclerinde iyisi profesyoneli demek kalr teknik yatrm sanat ekip hemde sunum konusunda turkiyenin iyisi denilebilir referanslarna baktgnzda sey ortada fazlasn bulabilmek imkansz tum ekibe firma isletmecisine tesekkurler sonsuz basarlar diliyorum
216,m,5.0,service,Mükemmel Kaliteli hizmet ve Profesyonel bir ekip,2017-04-16,77436,mukemmel kaliteli hizmet profesyonel bir ekip
217,m,5.0,service,Estetik güzel fotograflar,2017-06-05,32845,estetik guzel fotograflar
218,m,5.0,service,Islerini iyi yapan fotoğrafçılar.,2017-06-21,121740,islerini iyi yapan fotografclar
220,f,2.0,service,Fotoğraf sanatçılıklarıiyi iyi ancak okulların toplu çekimlerinde organizasyonları berbat. Çok para kazanmak için birkaç okulu aynı anda çağırıp eziyet yaratıyorlar.,2017-07-03,95674,fotograf sanatclklariyi iyi ancak okullarn toplu cekimlerinde organizasyonlar berbat cok para kazanmak icin birkac okulu ayn anda cagrp eziyet yaratyorlar
221,m,5.0,service,gösterdiğiniz emek ve saygı için sonsuz şükranlarımı sunarım iyi çalışmalar.,2017-04-02,68748,gosterdiginiz emek sayg icin sonsuz sukranlarm sunarm iyi calsmalar
222,m,5.0,price,Muhteşem,2017-12-21,47424,muhtesem
223,f,5.0,service,Guzel kaliteli,2017-07-09,43230,guzel kaliteli
224,f,5.0,service,"Hiç bozmayın, böyle devam",2017-01-21,121251,hic bozmayn boyle devam
225,m,5.0,wedding,Hemserim Dar gunde yetistin cok sagol hizir yardimcin olsun.,2017-04-15,34307,hemserim dar gunde yetistin cok sagol hizir yardimcin olsun
226,m,2.0,price,Fiyatlar piyasanın oldukça üzerinde,2017-10-14,112199,fiyatlar piyasann oldukca uzerinde
227,f,5.0,service,Çok memnun oldum herkese tavsiye ederimm 👍 👍 ,2017-04-17,74980,cok memnun oldum herkese tavsiye ederimm
228,m,5.0,service,Fotografcilikta efsanedir. Yillarin tecrubesi,2017-05-20,56139,fotografcilikta efsanedir yillarin tecrubesi
229,f,5.0,service,çok samimi ve tecrübeli,2017-09-19,76922,cok samimi tecrubeli
230,f,5.0,engagement,Emeğinize yüreğinize sağlık. Nişanımız çok eğlenceli geçti sayenizde. Unutulmayacak anlarımızda yanımızda olduğunuzdan dolayı çook teşekkür ederiz. Esra&Fuat,2017-05-13,108645,emeginize yureginize saglk nisanmz cok eglenceli gecti sayenizde unutulmayacak anlarmzda yanmzda oldugunuzdan dolay cook tesekkur ederiz esra fuat
234,f,2.0,service,Bu kadar parlak ışık kullanmak zorundalar mı çok gözüm kamaştı,2017-01-26,66781,kadar parlak sk kullanmak zorundalar m cok gozum kamast
235,f,4.0,service,Güler yüzlü personel ve güzel fotoğraflar. Keşke stüdyoyu yenileseler.,2017-07-31,76598,guler yuzlu personel guzel fotograflar keske studyoyu yenileseler
238,f,5.0,service,Her saat açık olması ve güzel anlar yakalaması çok iyi teşekkürler :),2017-04-13,32769,saat ack olmas guzel anlar yakalamas cok iyi tesekkurler
239,m,4.0,service,Kalitesi tartışılmaz birazda fiyatları makul olsa ,2017-08-02,103834,kalitesi tartslmaz birazda fiyatlar makul olsa
240,f,5.0,wedding,Harika bir gece harika bir dügün harika bir Ekip size minnettariz. Cok tesekkürler Vivent Foto ve Takim Elemanlari. Vivent Foto secilmesi gereken tek ve gercek profesyonel Foto Crew.,2017-08-15,108975,harika bir gece harika bir dugun harika bir ekip size minnettariz cok tesekkurler vivent foto takim elemanlari vivent foto secilmesi gereken tek gercek profesyonel foto crew
241,f,1.0,service,"Başını telefondan kaldır da müşterinin yüzüne bak abicim, esnaflık sıfır!",2017-01-22,50006,basn telefondan kaldr musterinin yuzune bak abicim esnaflk sfr
242,f,5.0,service,Fotoğrafcı,2017-09-10,57950,fotografc
243,m,5.0,service,"Uygun fiyata, uygun kalitede hizmet alabileceğiniz bir fotoğraf sütudyosu. Kısa sürede fotoğraflarınızı baskıya verip alabilirsiniz. tramvay istasyonu ve otobüs durağına yürüme mesafesinde. ",2017-03-21,30986,uygun fiyata uygun kalitede hizmet alabileceginiz bir fotograf sutudyosu ksa surede fotograflarnz baskya verip alabilirsiniz tramvay istasyonu otobus duragna yurume mesafesinde
244,f,5.0,service,bolgesinde kurumsal fotograf cekim ihtiyaclarinda lider,2017-03-31,94758,bolgesinde kurumsal fotograf cekim ihtiyaclarinda lider
245,m,5.0,studio,yaptığımız çekimlerden çok memnun kaldım. Herkese tavsiye ederim,2017-10-10,38060,yaptgmz cekimlerden cok memnun kaldm herkese tavsiye ederim
246,f,1.0,price,Fiyatları yüksek...,2017-07-03,79635,fiyatlar yuksek
247,m,5.0,service,Çocuklarımın mezuniyet fotoğrafları için okul yönetimi tarafından tercih edilmiş.Çocukların fotoğraflarını görünce daha faydalı yorum yazarım.,2017-11-12,93082,cocuklarmn mezuniyet fotograflar icin okul yonetimi tarafndan tercih edilmis cocuklarn fotograflarn gorunce faydal yorum yazarm
249,m,1.0,service,Fazla yardımcı olamadılar,2017-06-27,51930,fazla yardmc olamadlar
250,m,5.0,service,Profesyonel iş ,2017-04-24,31921,profesyonel is
251,m,5.0,service,Yılların esnafı olarak daha uzun süreler kaliteyi bozmadan hizmet verirsiniz umarım.,2017-07-04,28590,yllarn esnaf olarak uzun sureler kaliteyi bozmadan hizmet verirsiniz umarm
253,m,5.0,passport,Vesikalık çektirdim. İyi. Hızlı servis.,2017-08-09,26513,vesikalk cektirdim iyi hzl servis
255,m,1.0,service,"Müşteriye yaklaşımları iyi değil. Otur, kalk, in aşağıya... Biraz da mecburiyetten gidildiğini bildikleri için olsa gerek. Üstelik pahallı.",2017-06-01,114957,musteriye yaklasmlar iyi degil otur kalk in asagya biraz mecburiyetten gidildigini bildikleri icin olsa gerek ustelik pahall
256,m,5.0,service,İşlerinde çok iyiler,2017-07-14,79876,islerinde cok iyiler
257,m,5.0,service,Hem işleri hem kendileri şahane :),2017-11-16,53005,isleri kendileri sahane
258,m,1.0,service,"O kadar beklettiler bir çay bile söylemediler, sıfır",2017-02-22,82612,kadar beklettiler bir cay bile soylemediler sfr
259,f,1.0,service,"Suratsız bir adam oturuyor içerde, selam verdim girdiğimde cevap vermeden yüzüme baktı, bişey sordum “cık” diye konuşmadan cevapladı yine",2017-06-08,27267,suratsz bir adam oturuyor icerde selam verdim girdigimde cevap vermeden yuzume bakt bisey sordum ck konusmadan cevaplad yine
